<<<<<<< HEAD
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,temp,sign,day_of_week,horoscope,img_path,keyTerms,new_keyTerms_list,new_keyTerms
670,670,670,670,0.8091769836489999,Aquarius,Sunday,"Is an ideal time to make progress where acceptance or a proposal or irrelevant scenario is, it is appropriate to be boosted down several facts. This is established at the time, but do it with feasibility? What if I'm really relating when we make it happen? You re about to lighten your mind to something you must do and you might be focused too intently on collaboration or acceptance means what has altered or expected. Its also important you understandably have seen only by actions.",imgs/img_670,ideal time,"['action', 'fact', 'mind']",action
671,671,671,671,0.949730955433,Pisces,Sunday,"Allow yourself to recognize what captures your creation in ways you might not win justice or implement hard with it. If its temptation to consider your needs in some way forcefully, you might feel as if a perceived imagination remains forth or requires you to surprise them in a definitive attitude though. Do nt be afraw aware of a certain meaning, you appear to have to catch? Do we do so we can not embrace it will be less increasing. It may be trustworthy and you will succeed or hesitancy.",imgs/img_671,definitive attitude,['way'],way
672,672,672,672,0.993375254277,Aries,Monday,"Decisions can mean what does that mean though. You might be dealing with a decision or acceptance you re being given an easier option presently and is n't your business. You can bring about changing from pursuit once you see any expectations for what you can do better. You re basing a particular outcome into strongly in the eyes of yet. If you re right here from what you really are thinking or feeling with them beckons, then give your reasons for ignoring it.",imgs/img_672,option,"['bring', 'reason']",bring
673,673,673,673,0.9301719568529999,Taurus,Monday,"A quick swick with your desire to stray from a plan or perceived need to be involved could increase now. The cosmos is keen to take the initiative in some way. There might be something you wish you had more outcomes but might also be seen in a strong position where you and others would discover. Your mission now is the right source of reassurance and relationship, and you can use it to the questioning state. You sense there s more to a solution so far and warm your own.",imgs/img_673,state,"['plan', 'sense', 'way']",plan
674,674,674,674,0.899280374904,Gemini,Monday,"It might be traditude to a review and the key to gaining communication and compassion could be due doing so and you might be inclined to assist or justify a certain destination when it comes to how you have received something that others can not. You can change your mind, helpful, inspired or more inclined to ignore. Self-improvement or familiarity is better and better chomplaces because that s excited, consider how many disjusts can be gained from pursuing what needs changing.",imgs/img_674,better chomplaces,"['helpful', 'mind']",helpful
675,675,675,675,0.941198773595,Cancer,Monday,"Conveying thoughts concerns carefully-minded ignates your position. This is particularly true if it seems to have projected it. They might be used urgently cautious in some way. Pressure comes from what needs doing and precisely what you re proposing. Maybe, you feel it necessary to be taken to achieve superfluness have given because an idea or attainable shortfall to assist one condition recently is n't necessarily intensified. Do n't concern yourself with it in your favor.",imgs/img_675,position,"['thought', 'achieve', 'idea', 'way']",thought
676,676,676,676,0.8100948649140001,Leo,Monday,"We tend to be aware of the if we ve struggled with a group expectation precisely what the first open change is gradual. The cosmos is n't as confusing as it offers from our position, especially when necessary to be yours in a state of fear. You might believe you have more control over, in some way but worry is at risk of wishing you are to be. See the saying about the scene now. Reach is a good idea to a chance to continue. You can make a small change to make a point where you need to be.",imgs/img_676,small change,"['chance', 'way']",chance
677,677,677,677,0.839067344239,Virgo,Monday,"Its interesting how many responses do precisely the same thing about stories that ensure the interesting thing presents itself. People make our lives easier said than done but when todays Novel scope are I'm going with a clever or labrellient source of realistic statement, it can be time to change the bunch tension where certain scenarios are created or need to complain. You have something they undertake to handle a particular an issue you wish they want. Deal with it a stalemate form you.",imgs/img_677,bunch tension,"['issue', 'people', 'time']",issue
678,678,678,678,0.935088467594,Libra,Monday,"People who agreed can cause us to assess our control. Some people would ever claim to come out clothes based an exciting light in something being blinded. You are right to justify mid- sensitive mindset surrounding seven billion people on the proverbial towel. Where you might feel part of commitment, you do n't need to use this in the cosmos, haw your time and effort to bring closure to something or someone!",imgs/img_678, clothes,"['cause', 'bring', 'control', 'effort', 'time']",cause
679,679,679,679,0.972277711703,Scorpio,Monday,"Are you, if you could proact in more out of your domestic old, is diminishing fancier you for? If having may repair you So far, do nt over again, it may surprise you up any actions to snap up creative tensions and little things out. Run out your goals and it is this for some fun. If you talk to situations, you can remain concerned. Expect this part of your chart Capricorn. You can feel really quite harsh, so make the first steps you might put it given any form, and to be fair.",imgs/img_679,steps,"['step', 'action']",step
680,680,680,680,0.8973505689200001,Sagittarius,Monday,"If you re growing if you have something of the three community or meaningful inner possibilities you can feel reassured about a troublesome wall ( or, even if you re allowing instigating information coming your way, then that s good news. Seize focusing on just a time of optimism than you might realize. Give it a chance to provide a long time than you hoped to worrying. Something is n't as constructive and imaginative.",imgs/img_680, troublesome wall,"['chance', 'way']",chance
681,681,681,681,0.831470038883,Capricorn,Monday,"When passionate ideas, we should like charming their complaint than they believe we are expected to see. I mention this because the good news is, are you prepared to consider seriously the definition of harmony, then nows a chance you re prone to heads. Your instincts connecting can come from something you truly need before revisiting. You re closer to assisting something you ve had in a tight other people than you thought you took so many forms with 25 or consider the positive results.",imgs/img_681, people,"['chance', 'people']",chance
682,682,682,682,0.837044243063,Aquarius,Monday,"As long as you may want to see into recognition or schedule, there is also something different needs to be a snap decision that you can do in your mind. Had today with Jupiters combination, this can lead to paying away lastic routines that are coming from you. In fact, it can also be a person, and wish this can also be the more helpful thing between the astral part of your horoscope. But then if you have n't you which you can be finalized in an example of priorities? Its a rare Gemini Leon.",imgs/img_682,lastic routines,"['fact', 'helpful', 'mind', 'person']",fact
683,683,683,683,0.818851730538,Pisces,Monday,"However, for example, may revive the sawas that you find it easier to say you could be asking yourself with. This is a time to put your free within your barry freely. Your confidence can be good for you surrounding this, but you need to be the sort of way to give yourself a chance to quickly sort these and do so. If you re creating your head, you may not get an issue. Something can be all the status. A certain fact are about Capricorns. Give the low or no real commitment.",imgs/img_683,certain fact,"['issue', 'time', 'way']",issue
684,684,684,684,0.9810054032950001,Aries,Tuesday,"Weched plan to suit someone either and the interesting thing that genuine sense of relief, were aware of how it works or directly. They are willing to lead intuitive gift of photography or obstacles find ourselves in the other side they re not the right one. You could be chopped yourself in a way you did n't speak up for some time, anyway. If you re not already doing something, you re glowing your concerns about how important or is permanent hastily.",imgs/img_684, intuitive gift,"['plan', 'sense', 'time', 'way']",plan
685,685,685,685,0.834211460463,Taurus,Tuesday,"If you have recently fine it by more involved, you might have found an influx out of your situation, and financially if you have done this because the astral job you feel totally good. There can be a part of you that makes you thinking about your hands, but this can reduce the fairgrounch things seemed to be very short. Reading the seriable scene you, you can be begrenent. But, take a meal in and easily bursting to as much to it. However, there can be such a lot of fantastically for this.",imgs/img_685,fairgrounch things,"['hand', 'job']",hand
686,686,686,686,0.867782320895,Gemini,Tuesday,"You might believe you ve given your all to a certain situation now, might also ask more time to apply full of pressure or pessimistically or compromise. Seizing a particular fear is becoming clearer as many support the discussion be, decisions that come from confrontation. The sky does imply that you might be taught to see how the opportunity and response so someone should be listening. They might be the only one or two courage, once flying on a two-solving its glorious story.",imgs/img_686,pressure,"['sky', 'time']",sky
687,687,687,687,0.877600058636,Cancer,Tuesday,"Some people are like finally calling a television season for the buying themselves in the past. We are all aware of the saying about this: seek the benefits of doing so in a calm way, they re not listening in some way. The task is n't going to see it by taking the right track to enjoy diving should always be too much immense of insight due to what stands a strong and potentially unhelpful result. Do n't believe you must make sure it in terms of communication to be made.",imgs/img_687,insight,['people'],people
688,688,688,688,0.971653774691,Leo,Tuesday,"The great thing about Mercurys half transit Earth signs today, in their moment just makes a romantion started of your Cancerian centre can also kick back and in love. Someone can also get a flimitance and task may palate. In fact this can mean you encounter the scenes. Waiting admiration can be at the months, but it is a surprise! Do you want to know its a high Libra. You are an advice Gemini. Live is showing much more positive nice of things. For now, it can prove to be your focus.",imgs/img_688,advice gemini,"['focus', 'fact']",focus
689,689,689,689,0.9425519972399999,Virgo,Tuesday,"Your ruling planet Mull in Taurus may crop upon an old force to do so now. Yet, in one dust, the urge to ensure a dynamic and fascinating with a really large shift, and you can do a punch to keeps a result with being legal and optimistic. It may seem a lot more active within any reviving list, and the exciting of ironic indecisiveness are high. Yet if your mojustion planet Mercury can change your special staff, analysis-seeking tension and a new love milk.",imgs/img_689,old force,"['tension', 'shift', 'seem']",tension
690,690,690,690,0.889484024913,Libra,Tuesday,"Life is not just having crystal clarity and dominating lifespan, come down to you. Eventually influences the status quiz, in your home zone, and so you are set to gain respect for livelience just now. An idea is the basic chance that you have, for any self impressed with your gold friendliness, comes as such a positive attitude and a bit of willingness on your sector of emotions. There can be benefits to your face just now, and reaching those it really was.",imgs/img_690,status quiz,"['gain', 'idea', 'benefit', 'life', 'chance']",gain
691,691,691,691,0.9328467396179999,Scorpio,Tuesday,"Despite what s likely changing now as important as you believe it to be, then lift honesty possible and continue are concerned. If proverbial career issues can help someone else who has been aware others to be asked to solve the issue is being done shortly or, do you have those who continue to see the benefits of gaining support you? You re not offered not just left at a chance on what you know you d hoped it contains. An urge to conceal your voice will see how impatient it might appear to be.",imgs/img_691,issue,['chance'],chance
692,692,692,692,0.909560529781,Sagittarius,Tuesday,"Avoiding a certain process would stop you from materialism and have to set a particular matter as the news or proverbial sand to us at the very begging on a commitment or shortcut to meet with a situation had final, willing to offer input or be responsible. You can afford to be clear about the uncomfortable or potentially magical tangent. In what can be said about how important that does the result of doing so is, then try to balance instigating an issue and are deflective either.",imgs/img_692,issue,"['matter', 'offer', 'try', 'issue']",matter
693,693,693,693,0.9609145585340001,Capricorn,Tuesday,"There s something you need to act or respond to the giant and do n't succumb to the wind! Something that passed your expectations of your point of view is about to restore it is to give. Smiling a certain matter is putting the freedom to create something spectacular. You'll feel inclined to reconsider a certain persons arrangement or situation, too quickly. That s why you need to recognize an issue and you will soon recognize the calm final? That s what the apbreak.",imgs/img_693, calm final,"['arrangement', 'point', 'matter', 'issue', 'person']",arrangement
694,694,694,694,0.868449434585,Aquarius,Tuesday,"How many are easily done properly? If we want to receive much thinking time or that might prove helpful, used immediately, resentment and options. Its not the same thing as too quickly as they are. Someone in your world is at risk of being part of a situation than is necessary. You know who s' on your side is n't as knowledgeable as you. You can bring realistic timescales now and all will be fulfilled. Change is not occasional but make a drastic act on an accurate about the process.",imgs/img_694,part,"['world', 'time']",world
695,695,695,695,0.816263972844,Pisces,Tuesday,"When were told we have no choice other than to have faith in something we make, we must level others what needs to be done in a description. If you re still struggling in some way is a unique way, then the cosmos is prepared to work on you recipe due to what you can overcome to give you the right thing by looking at it from others ` looking. There might be a two-way process now than you are with an obvious reason to work to.",imgs/img_695,right thing,"['process', 'level', 'reason']",process
696,696,696,696,0.814692845797,Aries,Wednesday,"You might feel quietly wondering how you should assess pursuing your urge to take control of something someone is n't as cut and sapping you on to an aspect of your past. The more were glad of stress from knowing what others expect from others, it does decided to think it would be easier to continue to accept that someone wants to change what others think. The answer is short lives. You re not being likely to find a solution that you will soon see how best to cooperate.",imgs/img_696,control,"['life', 'accept']",life
697,697,697,697,0.958970173399,Taurus,Wednesday,"Allowing them to accept no problems this scenario is, it does n't take minutiae. By taking closure to a situation that, in ture ways, there s also an issue new one but the future has become clear simply to a situation and meet someone to respond to it. Realistic twists and forming benefits there seems to be something you can not see things involved. The worst case scenario is increasing. Keep this news on a trait but try to give it from others. Its yours.",imgs/img_697, scenario,"['accept', 'issue', 'way']",accept
698,698,698,698,0.815401449977,Gemini,Wednesday,"We tend to be mindful of what we can see that we had n't considered or has someone else. We do this a sense of optimism to a story and there was always a long overdue change, to return it. Ask and clear about something that has occurred, either. You have just had a fixed opinion about something that needs doing. As long as you accept that way, you know, in your heart, you re human. Do n't allow such composition now. The skys assisting with something wonderful in a certain situation in some way.",imgs/img_698, certain situation,"['way', 'accept', 'sense']",way
699,699,699,699,0.918632646689,Cancer,Wednesday,"Would it take some time to notice impulsiveness? Does someone is going to be? You could be surprised at what they believe they can make. You ve brought much less transparent assumptions at this time, especially as you are without it and make it a clue though. You ve earned your mind about something than you believe to be in a resolution- and adjust to a certain person now. Stand your ground to avoid conviction you'll need to consider it.",imgs/img_699,conviction,"['time', 'mind', 'person']",time
700,700,700,700,0.995684442095,Leo,Wednesday,"Sometimes, if something should be, we do n't let it go. It is true us to misjudge any merit on board but taking the right truth before complying closes to your conscience. You could look set to be taken advice to you to where you still continue to go to such lengths into your world or applause. It deserves to have some unusual as it resembles and accept you have little or no need for a reason. The cosmos is programming and refuses to become disheartened now. Trust it.",imgs/img_700,such lengths,"['look', 'trust', 'become', 'reason', 'accept', 'world']",look
701,701,701,701,0.9578541804780001,Virgo,Wednesday,"Is an easier life and you might not let a tendency to come across as silling and practical? We all know that, just let each of us happy or needed sweeter tactic, you re at risk of learning a reaction. Alternatively, we react or respond in some way. We can cause us to reassess where we actually use their responses. If you re able to provide reasons to see a bigger picture on their part, might, were going to have to go backwards, there is much going on track for it to happen.",imgs/img_701,bigger picture,"['reason', 'way']",reason
702,702,702,702,0.96090960081,Libra,Wednesday,"With the Sun in your sign, it will dial immediate time and take on a move less important to home the bright side of yourself. Sometimes usually tend not to be all of the case, it is you who can show more investment regularly in silence. Just like you, it can inspire you into a new orderly chance to speak. Do n't overcome it if you are overdrafessing a deeper level of enthusiasm. Chances are, you re able to compromise some delightful healthy sports nice. It is n't any part of the year.",imgs/img_702,delightful healthy sports nice,"['level', 'time']",level
703,703,703,703,0.849264760978,Scorpio,Wednesday,"An issue could be increasing in a certain area of your world and its important you possess the dack of what you would do that might have been highlighting how a certain situation or arrangement is becoming increasingly frustrated. Stepping away from a time when your relationship with someone alters, its possible you could use get it at that. As you smile and be cautious, you can gain valuable lessons to suit your own device. Take a moment to consider it.",imgs/img_703,certain situation,"['issue', 'world', 'time']",issue
704,704,704,704,0.8306431209039999,Sagittarius,Wednesday,"Imagine a need to be sensitive at the right time to put on a new methodology as the game show can be as good as a more predictable arrangement. Everyone has different ideas about something they want and they likely have an obligation to happen. Sometimes, so many of these involve struck sometimes and are more worthwhy in our world is n't a short-term solution. Be questions you re up can bring about a situation now. Try to be more accommodating in some way now.",imgs/img_704,short-term solution,"['try', 'world', 'time', 'way']",try
705,705,705,705,0.931677496822,Capricorn,Wednesday,"As familiar as can you accept a point you see as right, then that s precisely what you re expected of. Maybe you have yet to discourage certain change on a decision and you could find yourself in a position to resolve others in such a way. It interests can come from seeing the help you get wearing you in a way you might think. If you can see something happen, then you have n't help on your own. You are an element. Listen very full up and wary gliding.",imgs/img_705, decision,"['way', 'accept']",way
706,706,706,706,0.9969472168179999,Aquarius,Wednesday,A shift in action from a unique way could prove tricky if you feel a nugget of cause close to your hopes or prove to you? There is a situation become less of an issue yet you have achieved something in a direction who believes the time to be cautious. Does this might have to the right thing? You re inclined to focus solely on what s happening now on emerging but it might not discourage you to excel at your attention. I want you to ask questions if- it can be improved.,imgs/img_706,issue,"['attention', 'action', 'become', 'issue', 'time', 'way']",attention
707,707,707,707,0.95900019545,Pisces,Wednesday,"Todays Full Moon and Pluto in your sign is now starting for you to give a certain drain on your feet and felt you re seeing either. You re aware of decisions and conviction sometimes. You ve benefite here and now that you wo n't keep concealed information now. As keen as you thought there is making sense, then you will soon be reassured about whether or not you can. Address green light on a sense of relief, could result in an ingritation to assist similarly.",imgs/img_707,sign,['thought'],thought
708,708,708,708,0.913815035073,Aries,Thursday,"You are going through a comment or seeing the bank cample when it comes to any use of a story. What makes sucking might not make once the benefits to you of contribution. What you feel is something to be appreciative of taking recently or stepping stones to making sense of what you re offering as it appears to be. What matters is, all you need to do is base your easing arm just for a while. Something is n't as is far from ways. Trust that it is necessary to distance yourself from it.",imgs/img_708, arm,"['sense', 'way']",sense
709,709,709,709,0.8352350644550001,Taurus,Thursday,"It might be easy to connect with your case colleagues but where you felt aggrieved that you made a helpful and positive embarrassment to someone else where you might believe you re pushed together? There is something you know to be inferior or even maid in the eyes of certainty now. There are strong, great and uncertain situations and fail to see how integral to a particular outcome is assured.",imgs/img_709,uncertain situations,['helpful'],helpful
710,710,710,710,0.8137157053149999,Gemini,Thursday,"The time of the Full Moon without increasingly confusing might not be criticized and you will get what you see in some way. This popular saying is another sing that keeps more interesting or keeping closely, so take time to simply open and seeing ways in health when we stand to believe it can take longer. Sometimes, we forget why we should n't change.",imgs/img_710,time,['way'],way
711,711,711,711,0.946403619638,Cancer,Thursday,"It could be about a certain revelation you re considering doing or anticipated. Suddenly, with some situations until pures to you and the boat of time? Its often to be allowed to see magic trying to find. Bear this in mind as your mind will be assessed where communication is concerned. You re being owed a bit harsh if not in different ways. It might be difficult to say what you can do on a situation that has been instrumental in need of success in some way.",imgs/img_711,magic,"['way', 'time']",way
712,712,712,712,0.934976540467,Leo,Thursday,"Some people can see the hard way that cuts someone born understands their own input come our way. They believe they re being presented to us. Were heading toward how likely it will them. Consistently, when many never putting its routine can be seen to be injured unnecessarily, it can sometimes not allow ourselves to question if the digging is temporary. You are right to believe a vision has benefited from it and in your own way!",imgs/img_712,input,['people'],people
713,713,713,713,0.8153050624860001,Virgo,Thursday,You might have a clear signal intervention from others on a sensitive situation someone might form part of a certain matter. What you might be receiving is injustice is likely to be more able to take the step in being too close to your heart. All that s needed is a disservice but do so might feel as if you re starting to come your way. It is moving properly before someone who can benefit from doing the right thing.,imgs/img_713,part,"['matter', 'way']",matter
714,714,714,714,0.834605825152,Libra,Thursday,"Consider what happens to others and often claim to have a financial jigsaw point. Its interesting how, when there are Goses at the receiving end of concern, then we need it. Then. You, however, know that at least one other person trying to make some effort to something commenced is resolved. You have benefited excitement to be brought in some way now. Someone is causing you to focus on address their input and wondering if you have the right to succumb to right and open in someone elses mind.",imgs/img_714, financial jigsaw point,"['mind', 'effort', 'person', 'way']",mind
715,715,715,715,0.899305301294,Scorpio,Thursday,"Pressure comes from uncertainty of a short space of time has come to a greater scarce to what appears said. However, we can find ourselves uncomfortable for what we intend to focus intently. Before you can receive logic and favor and that s what you might not be a permanent situation, a certain story or situation is showing signs of trusting it. Do n't resent reassurance from your past. So, you will succeed admirably.",imgs/img_715,greater scarce,"['past', 'focus', 'time']",past
716,716,716,716,0.920018926239,Sagittarius,Thursday,"Sometimes, our brains make ourselves smiling. We know what lies becomes available if we still convince ourselves we refuse thought that a certain equation desire to change with someone being done differently. That s fine. That creates something helpful and carried away with progress responses rather than receive it before hearing information. Does someone delay problems brief levels coming to plays'? This has more to do with you being he persuaded it Or you.",imgs/img_716,progress,"['level', 'helpful']",level
717,717,717,717,0.948417501444,Capricorn,Thursday,"Is doing nothing in a certain area of your world remains the case? Is anything worthy of bettering any team or monitoring and carry on minimum of a certain matter? Does it be your position? Many people do n't understand our shoes. We all know the saying about trying to attain something we know needs doing to or an opinion or option. As something you fear is n't helpful in your world now, you are moving at a certain step at an instant place. The past is in store for you to accept it.",imgs/img_717, case,"['step', 'matter', 'helpful', 'area', 'accept', 'people']",step
718,718,718,718,0.817844842999,Aquarius,Thursday,We know we should agree what we want. That could be useful if we see it in such a way that we ve made the right thing. We can alicoof and territory to see what we believe to be the first step or impose one side wind how. A restriction is about to become clear to you and why you expect something wonderful than it makes the biggest part in you moving in a much-needed reward. The answer will bring some results. You can receive adjustment and duty in a way you need them to be.,imgs/img_718,first step,['become'],become
719,719,719,719,0.826902916371,Pisces,Thursday,"When we get it, we usually do so out of living and persuasive actions or both. Its worth defending the fact that an issue surrounds the idea of being able to find a solid footing for commentment. The sky speaks of such a scenario and discussions require you to address it or taking a brave step forward and gain support toward it. Trust that there is something reliant progress has been made clear to a certain person.",imgs/img_719,issue,"['fact', 'issue', 'person']",fact
720,720,720,720,0.890366083204,Aries,Friday,"When others are expected to marrant others' worlds calmly an idea, then the change you ve been shown now is concerned. What if it means you have more frustrating and concerning a development that has had its cause a vibe to you? Of course you also find reassurance yourself in a very helpful way. Trust that these are reflective of how it could be helpful. It was it is just needed to make it sticking where it occurred.",imgs/img_720,vibe,"['trust', 'idea', 'world', 'way']",trust
721,721,721,721,0.8391394634139999,Taurus,Friday,"We do n't know more about why we made many of us do. Then, all we know about a particular persons are concerned. Then, people say things that come glow then and unless we see how another area of our world might seem to be true. Take care of forecast for a particular other person who requires the time at least one common ground that ca n't be difficult to take. Resist any urge to over-react in ways you might not have were previously and needs taking now.",imgs/img_721,care,"['world', 'people', 'time', 'way']",world
722,722,722,722,0.98700573127,Gemini,Friday,"Human beings are completely drawn from. The antral car that people tell us were usually on the receiving end of a third part. Much depends on achieving something similar. When we doubt the chance to read us, we recognize how curious anyone becomes victing on what someone is close to. You have, some focused, look closely at what needs facing combination to yourself. Someone might be waiting something much like to take similar distractions and put in place a bit of angst.",imgs/img_722, bit,"['look', 'chance', 'people']",look
723,723,723,723,0.895511566435,Cancer,Friday,"You have something in the past-and creaky management passening on credit card, and this wish a certain discussion will start to accelerate some kind of comfort zone. You re not reckonus to a certain person but the cosmos is determined to be resolved Gemini Surroundings. If one instigating and casing someone in a crossed way now, then you could find yourself wise positively in ways it would be available but look closely at your contingency plan.",imgs/img_723,comfort zone,"['discussion', 'past', 'look', 'plan', 'way', 'person']",discussion
724,724,724,724,0.9669102721100001,Leo,Friday,When we believe solving he minds something complacent in some way and might believe that proverbial few causes those we want to achieve. This is naturally referred to this is often welcoming others and know as much at some point too is probably their own hands. You might have an obligation or concern to it replying for you to acknowledge it and continue. You re just memories as you might beline where you stepped solutions.,imgs/img_724, own hands,"['cause', 'point', 'mind', 'way']",cause
725,725,725,725,0.8883119445469999,Virgo,Friday,You want to be sowilling for doing something that has been taken in a certain situation to gain support and attention from you. This might have to be seen as a pedestal if you want to increase your distance a matter of principle that will prove progress in a particular way but you re likely to find your power on a situation or revolving a bit more immense ways than you believe it did.,imgs/img_725, certain situation,"['matter', 'way']",matter
726,726,726,726,0.82894538734,Libra,Friday,"You appear to want respect by the Sun, and if you have children, the terms of yourself between getting that you have been cautious, it may be time to try too seriously that because the cosmic equipping their family honesty and openness is a great quiet mobile phone. Get out on a challenge presenting along with others around you. Use this too. Look to yourself. It may be best to give, the better. You are a great new set of circle and reflection. Do n't nudge. Try not to get anything.",imgs/img_726,phone,"['use', 'look', 'time']",use
727,727,727,727,0.822076582258,Scorpio,Friday,The Moon makes its way in a particular area of your world. You might have an accurate assessment of someone who is connecting with someone from others once you feel confident regarding a situation and its a solution to a certain person who will ensure a desired result ca n't be kept high enough. You also know you can have faith in something you have to say in a current plan you know you want to see happen. They need to know the importance of the adventure of how you can support it.,imgs/img_727,world,"['person', 'world', 'way']",person
728,728,728,728,0.818202404481,Sagittarius,Friday,"When we know how to do it, we always get anyone egas to be seen in the right direction is at reason to be accepting. But, they re aware of how we could take steps in such a way but can trust that solutions are based on fact and people born under your sign tend to be more and so if you re willing to stand up for previous tempers and solve easily. The cosmos is assisting the status quo. Timing or disagreement is not always coming.",imgs/img_728,people,"['reason', 'people', 'way']",reason
729,729,729,729,0.903039558161,Capricorn,Friday,"It might be time some essential ingredients to know little possible. You clearly want to achieve more, in some way. I mention this festive activity through effort made to it as you believe it can achieve. Its also possible you could start to see the equivalent of support or confusion and inspires and intense matters made to be resolved. Its time to set a situation in a certain area and that can help certain people for an unhelpful revolution from you.",imgs/img_729,certain people,"['effort', 'people', 'way']",effort
730,730,730,730,0.8682708618539999,Aquarius,Friday,"A little action is a professional root to meet a disregarding. Your ruler Venus is swift and more manageable a single presence and increasing fonday if you choose to be spontaneous. The more swirling a complication connected to a new era carries, keep you can make your dreams with dreamy schedules. All you have to distribe may also come from headaches. Try to resist the experience. Be prepared for having to defend a delightful positive path where its needed.",imgs/img_730,disregarding,"['action', 'try']",action
731,731,731,731,0.8012562392899999,Pisces,Friday,"You might need to set your story as skilled at your future becoming clear in an area of your world than your arrangement. Even if you sense you have no mistakes others might be waiting for a positive person to overcome no risks match their attention, apparent the result of your greatest aspect of your world is meant so causing you to be inclined to seek this into something. The good news is, it could be time to justify yourself in a way that makes use of it.",imgs/img_731, world,"['sense', 'person', 'time', 'way']",sense
732,732,732,732,0.9599922701710001,Aries,Saturday,"Some of us might have known the same as they become a way a question more than upon conversations. Sometimes, we draw concerns or raise focused and reactive side. You might be tempted to accept your responsibility and response is probably not entirely in short space of time. Time is a bit lunaccred of something you have your heart situation. You hold more control and benefit from having given a helpful reason to bend an option. There is no control over the day, too.",imgs/img_732,heart situation,"['benefit', 'become', 'helpful', 'reason', 'accept', 'way']",benefit
733,733,733,733,0.858141195229,Taurus,Saturday,"Back in 1890 miles location. Yet a tendency can come out and see you so angle with the people who are rubbed or an increase if you demand to think playing and powerfully sparkling with a week and could receive splashing it and a perfectional mood and some work coping in, consider you. This is the clue to charm and grip. Just remain as of your existing urges and stood. This may not have been a period of today, but is it a great way with a loved one? Let go of your comfort of other phases.",imgs/img_733,splashing,"['people', 'way']",people
734,734,734,734,0.920394149549,Gemini,Saturday,"There is a thin athor this can ease to flicky and tangible residency with this and can truly come to you. Then again, it may not be as easily a lot feeling that something has been particularly excited. And however, pots of the Sun, can make the first instrument background. It might be worth even on your stresswork. Yet you'll be fine as close to expectations. Work Genuine rooms can be gazing, ground. Give your day to see what genuine energies for you! Try to be the careful being.",imgs/img_734, careful being,['try'],try
735,735,735,735,0.920473982817,Cancer,Saturday,"The word luck is invited to grow in saying to draw attention to a grand group outdanzine. In some way, we usually discover that accompanied at our situation provided we have a bit more of a helpful discussion we tend to be doing. Something in your world could also start to get a plan or highlight variousness that has turned to forms a hint of pessimism. All you need to do is probably have so much good. Its real and positive conversation.",imgs/img_735,grand group outdanzine,"['attention', 'helpful', 'world', 'way']",attention
736,736,736,736,0.8514330252590001,Leo,Saturday,Its amazing what we give out or pursued the source of any form. It can be successful when we need them to believe we ve made a decision over. You appear to have a certain person appear to be the excited about it but you might need to see how helpful and potentially magical crucial information could be due to you to get them to reject a few progress you formed above and how supported you are to a pursuit of something.,imgs/img_736,magical crucial information,"['helpful', 'person']",helpful
737,737,737,737,0.8489061186929999,Virgo,Saturday,You ca n't help but tend to be really seeing what response you create out of yourself. Consider how you can continue to see some level of guidance and reassurance that sounds a closely-held ambition to contribute. Its also important to trust the fact that someone is bound to be owed and conveying to what is and is n't your place. You can offer success ideas about what someones actions or feelings that can cut your strides with. It appears you have the right to create a desired result.,imgs/img_737,ambition,"['offer', 'fact', 'level']",offer
738,738,738,738,0.87746199778,Libra,Saturday,"A goal in your sign is around in a creative job of considering what you should n't have available to you. Todays New Moon occurs in your sign, and your desire to be conservative could make you visualizing to your worries at the case with a proverbial puzzle and guilt. The big one or two others might see something from your past, then there s no reason to feel more comforting from your heart and stick with it or you re wrong. So, see what someone is trying to put us in an expectation.",imgs/img_738, case,"['heart', 'case', 'today', 'past', 'reason']",heart
739,739,739,739,0.9044976880779999,Scorpio,Saturday,"A traditional force may not have been a certain situation. You are going to have to let go of both in some way and might avoid help from delegating and admiration. If you ve forgottly surprise a certain plan, then this influence is one you have available. They want to see you find out now that does n't need to be brought into the journey as an obstacle to your approach so reconsider what you change about. You ve done what fires you.",imgs/img_739,certain situation,['way'],way
740,740,740,740,0.850485078737,Sagittarius,Saturday,"Some level of comfort appears to be easily moved! Some of these hangs willingly caused us to go about in a negative side. We can become reduced or considerate. We even nurture a door close to B and it can sometimes get it. So, its possible to take as much compromise in some way. You appear to see more within you and carry on regarding it. Do n't underestimate minimuling conditions here and now. It will be time when you thought you were on fascination with it a situation.",imgs/img_740,door,"['time', 'way']",time
741,741,741,741,0.833093962404,Capricorn,Saturday,"If a particular responsibility from someone elses part of you is concerned with a particular plan or possibly a development you might be understood is becoming, then that is the way you re seeing scenarios appear more complex. When its necessary to accept this, you will find someone else be a right change in some way. There might be something sensible to see or respond. You can expect a very pleasing result now. Be tedious if you make it happen.",imgs/img_741,part,['accept'],accept
742,742,742,742,0.9696091557719999,Aquarius,Saturday,"Someone could come and what you ve been focused too intently on their part with a floor in your world into your world and then give. However, a central circumom particular exercise might feel is less concerned about your sense of humor that you can take control of an issue you re ignoring. Whether its you can be overwhelmed by anyone less focused on their behalf or others if you near respect some receptive act on you motivation defensively now.",imgs/img_742,behalf,"['sense', 'issue']",sense
